province,region,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
British Columbia,Bulkley-Nechako,2020-09-29,14,-2,,,-19,3
British Columbia,Bulkley-Nechako,2020-09-30,20,7,,,-21,1
British Columbia,Bulkley-Nechako,2020-10-01,22,3,,,-17,-1
British Columbia,Bulkley-Nechako,2020-10-02,15,-7,,,-17,-3
British Columbia,Bulkley-Nechako,2020-10-03,19,,,,-11,
British Columbia,Bulkley-Nechako,2020-10-04,,,,,-14,
British Columbia,Bulkley-Nechako,2020-10-05,18,1,,,-19,1
British Columbia,Bulkley-Nechako,2020-10-06,22,2,,,-18,-1
British Columbia,Capital,2020-02-15,0,-3,26,11,-8,-1
British Columbia,Capital,2020-02-16,14,-4,45,12,-6,-2
British Columbia,Capital,2020-02-17,8,5,132,1,-67,11
British Columbia,Capital,2020-02-18,4,5,51,3,-6,1
British Columbia,Capital,2020-02-19,5,2,55,6,-5,0
British Columbia,Capital,2020-02-20,4,3,58,0,-4,0
British Columbia,Capital,2020-02-21,3,-1,46,3,-4,0
British Columbia,Capital,2020-02-22,2,-3,43,5,0,-2
British Columbia,Capital,2020-02-23,-1,-5,-24,-1,-3,0
British Columbia,Capital,2020-02-24,2,3,10,-4,1,0
British Columbia,Capital,2020-02-25,0,3,23,-1,3,0
British Columbia,Capital,2020-02-26,3,6,55,5,1,-1
British Columbia,Capital,2020-02-27,3,7,38,3,2,0
British Columbia,Capital,2020-02-28,3,5,18,8,3,-1
British Columbia,Capital,2020-02-29,3,5,47,9,1,-2
British Columbia,Capital,2020-03-01,7,4,32,9,-1,-1
British Columbia,Capital,2020-03-02,3,10,-10,-2,0,1
British Columbia,Capital,2020-03-03,1,8,28,0,3,0
British Columbia,Capital,2020-03-04,4,7,60,5,2,-1
British Columbia,Capital,2020-03-05,1,7,6,-3,2,1
British Columbia,Capital,2020-03-06,5,7,63,8,2,-1
British Columbia,Capital,2020-03-07,0,5,34,1,1,-1
British Columbia,Capital,2020-03-08,2,3,46,3,-1,-1
British Columbia,Capital,2020-03-09,2,9,42,-5,1,1
British Columbia,Capital,2020-03-10,0,8,25,-3,1,1
British Columbia,Capital,2020-03-11,3,13,61,2,0,0
British Columbia,Capital,2020-03-12,2,26,28,-7,-1,2
British Columbia,Capital,2020-03-13,-2,32,13,-10,-5,3
British Columbia,Capital,2020-03-14,-12,16,-4,-19,-9,4
British Columbia,Capital,2020-03-15,-8,8,53,-16,-10,3
British Columbia,Capital,2020-03-16,-7,29,73,-23,-27,8
British Columbia,Capital,2020-03-17,-20,23,83,-29,-36,12
British Columbia,Capital,2020-03-18,-31,11,118,-31,-44,15
British Columbia,Capital,2020-03-19,-38,2,95,-43,-49,17
British Columbia,Capital,2020-03-20,-44,-7,107,-38,-50,17
British Columbia,Capital,2020-03-21,-54,-18,67,-40,-42,11
British Columbia,Capital,2020-03-22,-56,-28,12,-53,-46,11
British Columbia,Capital,2020-03-23,-51,-18,16,-53,-58,20
British Columbia,Capital,2020-03-24,-56,-24,19,-55,-61,23
British Columbia,Capital,2020-03-25,-55,-23,52,-51,-62,22
British Columbia,Capital,2020-03-26,-59,-26,-5,-59,-63,24
British Columbia,Capital,2020-03-27,-59,-25,8,-59,-62,24
British Columbia,Capital,2020-03-28,-64,-32,-12,-61,-51,16
British Columbia,Capital,2020-03-29,-58,-34,31,-59,-50,12
British Columbia,Capital,2020-03-30,-56,-27,-14,-64,-63,22
British Columbia,Capital,2020-03-31,-53,-23,36,-59,-63,23
British Columbia,Capital,2020-04-01,-54,-22,48,-58,-63,23
British Columbia,Capital,2020-04-02,-55,-25,26,-61,-63,24
British Columbia,Capital,2020-04-03,-56,-24,-1,-60,-61,24
British Columbia,Capital,2020-04-04,-60,-30,3,-62,-51,15
British Columbia,Capital,2020-04-05,-58,-34,14,-64,-51,12
British Columbia,Capital,2020-04-06,-50,-25,40,-57,-61,21
British Columbia,Capital,2020-04-07,-51,-23,76,-55,-62,22
British Columbia,Capital,2020-04-08,-50,-21,70,-55,-61,22
British Columbia,Capital,2020-04-09,-44,-11,64,-54,-61,21
British Columbia,Capital,2020-04-10,-59,-24,69,-65,-79,27
British Columbia,Capital,2020-04-11,-57,-24,28,-57,-51,14
British Columbia,Capital,2020-04-12,-61,-38,40,-60,-49,11
British Columbia,Capital,2020-04-13,-52,-27,54,-61,-72,23
British Columbia,Capital,2020-04-14,-49,-20,56,-56,-60,22
British Columbia,Capital,2020-04-15,-47,-19,77,-51,-60,21
British Columbia,Capital,2020-04-16,-48,-19,79,-53,-60,21
British Columbia,Capital,2020-04-17,-51,-22,38,-54,-58,22
British Columbia,Capital,2020-04-18,-53,-24,37,-54,-45,13
British Columbia,Capital,2020-04-19,-49,-27,47,-55,-45,10
British Columbia,Capital,2020-04-20,-44,-18,53,-53,-58,19
British Columbia,Capital,2020-04-21,-48,-19,38,-54,-59,21
British Columbia,Capital,2020-04-22,-52,-23,-13,-58,-60,24
British Columbia,Capital,2020-04-23,-47,-16,58,-54,-59,21
British Columbia,Capital,2020-04-24,-49,-20,44,-54,-57,21
British Columbia,Capital,2020-04-25,-53,-23,18,-54,-46,14
British Columbia,Capital,2020-04-26,-51,-27,27,-58,-45,11
British Columbia,Capital,2020-04-27,-45,-17,36,-56,-58,19
British Columbia,Capital,2020-04-28,-46,-16,25,-54,-58,21
British Columbia,Capital,2020-04-29,-45,-17,58,-49,-58,20
British Columbia,Capital,2020-04-30,-44,-15,70,-48,-57,20
British Columbia,Capital,2020-05-01,-45,-18,70,-47,-55,20
British Columbia,Capital,2020-05-02,-52,-22,1,-51,-45,13
British Columbia,Capital,2020-05-03,-46,-23,51,-50,-41,10
British Columbia,Capital,2020-05-04,-42,-18,29,-51,-57,19
British Columbia,Capital,2020-05-05,-42,-13,106,-46,-56,19
British Columbia,Capital,2020-05-06,-42,-11,73,-47,-57,20
British Columbia,Capital,2020-05-07,-41,-9,103,-47,-56,19
British Columbia,Capital,2020-05-08,-40,-6,127,-44,-54,17
British Columbia,Capital,2020-05-09,-44,-3,84,-41,-40,9
British Columbia,Capital,2020-05-10,-37,-6,95,-43,-34,5
British Columbia,Capital,2020-05-11,-41,-11,36,-48,-55,18
British Columbia,Capital,2020-05-12,-42,-7,53,-50,-54,20
British Columbia,Capital,2020-05-13,-42,-9,60,-48,-55,20
British Columbia,Capital,2020-05-14,-39,-6,86,-47,-54,19
British Columbia,Capital,2020-05-15,-38,-4,116,-39,-54,17
British Columbia,Capital,2020-05-16,-48,-14,-6,-51,-41,12
British Columbia,Capital,2020-05-17,-40,-14,54,-50,-36,8
British Columbia,Capital,2020-05-18,-40,-8,146,-47,-77,20
British Columbia,Capital,2020-05-19,-33,-2,101,-42,-52,17
British Columbia,Capital,2020-05-20,-33,-4,66,-43,-51,18
British Columbia,Capital,2020-05-21,-36,-4,33,-48,-52,19
British Columbia,Capital,2020-05-22,-33,-3,74,-41,-48,17
British Columbia,Capital,2020-05-23,-36,-7,70,-36,-30,8
British Columbia,Capital,2020-05-24,-33,-12,53,-40,-29,7
British Columbia,Capital,2020-05-25,-30,-3,22,-45,-51,17
British Columbia,Capital,2020-05-26,-28,-3,117,-37,-48,16
British Columbia,Capital,2020-05-27,-26,1,132,-34,-47,15
British Columbia,Capital,2020-05-28,-27,1,115,-38,-47,16
British Columbia,Capital,2020-05-29,-29,0,112,-35,-45,14
British Columbia,Capital,2020-05-30,-36,-7,7,-39,-26,9
British Columbia,Capital,2020-05-31,-27,-6,68,-32,-21,5
British Columbia,Capital,2020-06-01,-22,4,81,-36,-45,13
British Columbia,Capital,2020-06-02,-28,1,36,-42,-45,17
British Columbia,Capital,2020-06-03,-25,0,90,-37,-45,15
British Columbia,Capital,2020-06-04,-25,1,85,-39,-45,15
British Columbia,Capital,2020-06-05,-26,-5,92,-35,-44,13
British Columbia,Capital,2020-06-06,-29,-6,66,-37,-23,6
British Columbia,Capital,2020-06-07,-24,-10,99,-32,-21,4
British Columbia,Capital,2020-06-08,-22,-2,50,-39,-45,14
British Columbia,Capital,2020-06-09,-27,-4,24,-45,-46,16
British Columbia,Capital,2020-06-10,-22,-1,100,-34,-44,14
British Columbia,Capital,2020-06-11,-23,-2,92,-35,-44,14
British Columbia,Capital,2020-06-12,-26,-6,49,-37,-44,14
British Columbia,Capital,2020-06-13,-26,-7,70,-31,-20,6
British Columbia,Capital,2020-06-14,-22,-10,82,-28,-18,3
British Columbia,Capital,2020-06-15,-21,0,25,-38,-45,14
British Columbia,Capital,2020-06-16,-19,0,118,-32,-43,13
British Columbia,Capital,2020-06-17,-19,-1,130,-30,-43,13
British Columbia,Capital,2020-06-18,-18,2,122,-33,-43,12
British Columbia,Capital,2020-06-19,-21,-3,91,-31,-43,11
British Columbia,Capital,2020-06-20,-24,-2,47,-32,-20,5
British Columbia,Capital,2020-06-21,-17,-5,114,-22,-16,1
British Columbia,Capital,2020-06-22,-17,-1,97,-34,-45,11
British Columbia,Capital,2020-06-23,-19,1,106,-33,-43,13
British Columbia,Capital,2020-06-24,-14,5,132,-27,-42,12
British Columbia,Capital,2020-06-25,-15,4,138,-32,-42,11
British Columbia,Capital,2020-06-26,-20,-1,89,-26,-42,10
British Columbia,Capital,2020-06-27,-24,-4,56,-25,-21,4
British Columbia,Capital,2020-06-28,-17,-8,118,-18,-18,1
British Columbia,Capital,2020-06-29,-10,6,108,-31,-46,10
British Columbia,Capital,2020-06-30,-6,12,114,-30,-45,10
British Columbia,Capital,2020-07-01,-21,1,167,-37,-71,16
British Columbia,Capital,2020-07-02,-16,4,95,-33,-47,12
British Columbia,Capital,2020-07-03,-19,1,48,-37,-46,12
British Columbia,Capital,2020-07-04,-22,-3,108,-26,-20,3
British Columbia,Capital,2020-07-05,-15,-6,128,-15,-20,0
British Columbia,Capital,2020-07-06,-11,8,89,-31,-46,10
British Columbia,Capital,2020-07-07,-13,7,110,-35,-45,12
British Columbia,Capital,2020-07-08,-13,8,118,-30,-44,11
British Columbia,Capital,2020-07-09,-14,9,102,-35,-44,11
British Columbia,Capital,2020-07-10,-15,5,132,-28,-42,9
British Columbia,Capital,2020-07-11,-22,1,46,-30,-20,4
British Columbia,Capital,2020-07-12,-14,-1,111,-18,-19,1
British Columbia,Capital,2020-07-13,-10,7,114,-30,-45,9
British Columbia,Capital,2020-07-14,-11,9,153,-32,-44,10
British Columbia,Capital,2020-07-15,-10,8,157,-29,-43,10
British Columbia,Capital,2020-07-16,-13,9,114,-33,-44,11
British Columbia,Capital,2020-07-17,-14,9,143,-25,-42,8
British Columbia,Capital,2020-07-18,-20,2,128,-23,-18,1
British Columbia,Capital,2020-07-19,-12,1,129,-12,-20,-1
British Columbia,Capital,2020-07-20,-8,12,132,-28,-44,9
British Columbia,Capital,2020-07-21,-11,10,152,-30,-42,10
British Columbia,Capital,2020-07-22,-10,11,144,-29,-43,10
British Columbia,Capital,2020-07-23,-13,9,114,-30,-42,10
British Columbia,Capital,2020-07-24,-16,6,127,-26,-42,8
British Columbia,Capital,2020-07-25,-21,3,123,-23,-19,1
British Columbia,Capital,2020-07-26,-14,-1,133,-15,-19,-1
British Columbia,Capital,2020-07-27,-10,11,125,-29,-46,9
British Columbia,Capital,2020-07-28,-12,10,149,-32,-44,10
British Columbia,Capital,2020-07-29,-10,13,149,-28,-44,9
British Columbia,Capital,2020-07-30,-11,14,143,-27,-44,9
British Columbia,Capital,2020-07-31,-15,9,124,-21,-45,8
British Columbia,Capital,2020-08-01,-22,3,118,-20,-20,1
British Columbia,Capital,2020-08-02,-12,-2,115,-20,-22,0
British Columbia,Capital,2020-08-03,-15,5,154,-25,-73,14
British Columbia,Capital,2020-08-04,-12,13,150,-22,-46,10
British Columbia,Capital,2020-08-05,-11,12,150,-24,-46,10
British Columbia,Capital,2020-08-06,-13,11,108,-29,-45,10
British Columbia,Capital,2020-08-07,-18,4,88,-25,-43,9
British Columbia,Capital,2020-08-08,-20,2,99,-18,-19,2
British Columbia,Capital,2020-08-09,-14,-2,127,-9,-19,0
British Columbia,Capital,2020-08-10,-10,9,115,-26,-46,9
British Columbia,Capital,2020-08-11,-13,9,127,-30,-45,10
British Columbia,Capital,2020-08-12,-12,7,135,-25,-44,10
British Columbia,Capital,2020-08-13,-14,10,132,-28,-44,10
British Columbia,Capital,2020-08-14,-15,7,143,-20,-43,8
British Columbia,Capital,2020-08-15,-21,5,128,-16,-20,1
British Columbia,Capital,2020-08-16,-15,0,134,-9,-20,-1
British Columbia,Capital,2020-08-17,-10,12,,-25,-46,9
British Columbia,Capital,2020-08-18,-13,11,,-27,-44,10
British Columbia,Capital,2020-08-19,-14,7,,-27,-44,10
British Columbia,Capital,2020-08-20,-14,9,,-32,-44,11
British Columbia,Capital,2020-08-21,-17,4,,-26,-43,10
British Columbia,Capital,2020-08-22,-20,4,,-16,-18,2
British Columbia,Capital,2020-08-23,-15,-2,,-8,-18,0
British Columbia,Capital,2020-08-24,-10,8,,-25,-45,9
British Columbia,Capital,2020-08-25,-12,9,,-28,-44,10
British Columbia,Capital,2020-08-26,-11,10,,-25,-42,9
British Columbia,Capital,2020-08-27,-13,10,,-28,-42,9
British Columbia,Capital,2020-08-28,-16,6,,-24,-41,7
British Columbia,Capital,2020-08-29,-21,5,102,-21,-17,2
British Columbia,Capital,2020-08-30,-13,1,83,-14,-18,0
British Columbia,Capital,2020-08-31,-8,11,,-26,-44,9
British Columbia,Capital,2020-09-01,-10,12,,-29,-43,9
British Columbia,Capital,2020-09-02,-11,9,,-27,-42,9
British Columbia,Capital,2020-09-03,-12,9,,-27,-42,9
British Columbia,Capital,2020-09-04,-16,6,,-24,-43,8
British Columbia,Capital,2020-09-05,-21,4,,-22,-22,2
British Columbia,Capital,2020-09-06,-9,-2,,-17,-20,0
British Columbia,Capital,2020-09-07,-15,7,,-25,-74,13
British Columbia,Capital,2020-09-08,-13,10,,-26,-44,10
British Columbia,Capital,2020-09-09,-14,8,,-30,-41,10
British Columbia,Capital,2020-09-10,-14,9,,-32,-41,10
British Columbia,Capital,2020-09-11,-18,5,85,-29,-40,9
British Columbia,Capital,2020-09-12,-23,4,35,-35,-21,5
British Columbia,Capital,2020-09-13,-16,3,18,-30,-19,4
British Columbia,Capital,2020-09-14,-15,5,23,-37,-39,11
British Columbia,Capital,2020-09-15,-15,9,53,-36,-38,11
British Columbia,Capital,2020-09-16,-17,3,61,-34,-37,11
British Columbia,Capital,2020-09-17,-19,3,52,-36,-38,11
British Columbia,Capital,2020-09-18,-18,3,48,-32,-37,9
British Columbia,Capital,2020-09-19,-18,6,74,-33,-18,4
British Columbia,Capital,2020-09-20,-10,4,96,-24,-14,2
British Columbia,Capital,2020-09-21,-13,8,58,-37,-38,9
British Columbia,Capital,2020-09-22,-16,5,94,-35,-38,10
British Columbia,Capital,2020-09-23,-20,3,13,-40,-37,12
British Columbia,Capital,2020-09-24,-18,5,39,-38,-37,11
British Columbia,Capital,2020-09-25,-18,5,47,-34,-36,10
British Columbia,Capital,2020-09-26,-21,6,16,-41,-19,6
British Columbia,Capital,2020-09-27,-12,3,66,-29,-14,3
British Columbia,Capital,2020-09-28,-12,8,75,-35,-38,10
British Columbia,Capital,2020-09-29,-15,8,105,-36,-36,10
British Columbia,Capital,2020-09-30,-14,8,84,-32,-34,9
British Columbia,Capital,2020-10-01,-17,9,67,-34,-34,10
British Columbia,Capital,2020-10-02,-17,8,75,-28,-33,8
British Columbia,Capital,2020-10-03,-18,8,76,-30,-18,4
British Columbia,Capital,2020-10-04,-13,6,53,-25,-18,3
British Columbia,Capital,2020-10-05,-14,13,50,-35,-36,10
British Columbia,Capital,2020-10-06,-16,12,83,-35,-36,10
British Columbia,Cariboo,2020-02-15,3,6,,,-9,
British Columbia,Cariboo,2020-02-16,11,,,,-8,
British Columbia,Cariboo,2020-02-17,-18,-14,,,-64,
British Columbia,Cariboo,2020-02-18,11,6,,,-2,0
British Columbia,Cariboo,2020-02-19,8,9,,,1,0
British Columbia,Cariboo,2020-02-20,13,13,,,4,-1
British Columbia,Cariboo,2020-02-21,10,-3,,,1,1
British Columbia,Cariboo,2020-02-22,4,6,,,7,
British Columbia,Cariboo,2020-02-23,1,,,,-3,
British Columbia,Cariboo,2020-02-24,-3,-2,,,0,0
British Columbia,Cariboo,2020-02-25,3,3,,,4,1
British Columbia,Cariboo,2020-02-26,7,3,,,3,0
British Columbia,Cariboo,2020-02-27,5,8,,,5,0
British Columbia,Cariboo,2020-02-28,9,3,,,9,-1
British Columbia,Cariboo,2020-02-29,4,6,,,8,
British Columbia,Cariboo,2020-03-01,7,,,,4,
British Columbia,Cariboo,2020-03-02,-4,-5,,,1,0
British Columbia,Cariboo,2020-03-03,7,4,,,2,0
British Columbia,Cariboo,2020-03-04,5,3,,,4,1
British Columbia,Cariboo,2020-03-05,8,5,,,5,0
British Columbia,Cariboo,2020-03-06,8,1,,,5,0
British Columbia,Cariboo,2020-03-07,9,9,,,2,
British Columbia,Cariboo,2020-03-08,8,,,,-3,
British Columbia,Cariboo,2020-03-09,0,-1,,,1,0
British Columbia,Cariboo,2020-03-10,8,1,,,3,1
British Columbia,Cariboo,2020-03-11,2,5,,,3,1
British Columbia,Cariboo,2020-03-12,8,16,,,5,0
British Columbia,Cariboo,2020-03-13,10,14,,,4,0
British Columbia,Cariboo,2020-03-14,-5,12,,,-1,
British Columbia,Cariboo,2020-03-15,0,,,,-3,
British Columbia,Cariboo,2020-03-16,-2,14,,,-14,3
British Columbia,Cariboo,2020-03-17,-1,22,,,-16,5
British Columbia,Cariboo,2020-03-18,-13,17,,,-22,7
British Columbia,Cariboo,2020-03-19,-14,12,,,-26,8
British Columbia,Cariboo,2020-03-20,-17,11,,,-26,8
British Columbia,Cariboo,2020-03-21,-30,-3,,,-27,
British Columbia,Cariboo,2020-03-22,-35,-12,,,-35,
British Columbia,Cariboo,2020-03-23,-40,-15,,,-36,12
British Columbia,Cariboo,2020-03-24,-32,-8,,,-37,13
British Columbia,Cariboo,2020-03-25,-38,-9,,,-40,14
British Columbia,Cariboo,2020-03-26,-48,-25,,,-43,15
British Columbia,Cariboo,2020-03-27,-38,-12,,,-40,16
British Columbia,Cariboo,2020-03-28,-47,-20,,,-39,
British Columbia,Cariboo,2020-03-29,-39,,,,-35,
British Columbia,Cariboo,2020-03-30,-42,-22,,,-41,14
British Columbia,Cariboo,2020-03-31,-40,-20,,,-40,14
British Columbia,Cariboo,2020-04-01,-40,-21,,,-41,15
British Columbia,Cariboo,2020-04-02,-41,-16,,,-39,14
British Columbia,Cariboo,2020-04-03,-33,-11,,,-39,15
British Columbia,Cariboo,2020-04-04,-43,-15,,,-38,
British Columbia,Cariboo,2020-04-05,-39,-17,,,-38,
British Columbia,Cariboo,2020-04-06,-38,-18,,,-39,13
British Columbia,Cariboo,2020-04-07,-29,-12,,,-37,13
British Columbia,Cariboo,2020-04-08,-34,-13,,,-38,13
British Columbia,Cariboo,2020-04-09,-13,3,,,-38,12
British Columbia,Cariboo,2020-04-10,-41,-22,,,-71,
British Columbia,Cariboo,2020-04-11,-33,-6,,,-46,
British Columbia,Cariboo,2020-04-12,-44,,,,-42,
British Columbia,Cariboo,2020-04-13,-40,-34,,,-59,
British Columbia,Cariboo,2020-04-14,-29,-11,,,-40,14
British Columbia,Cariboo,2020-04-15,-21,-5,,,-38,13
British Columbia,Cariboo,2020-04-16,-21,-6,,,-34,12
British Columbia,Cariboo,2020-04-17,-20,-9,,,-35,15
British Columbia,Cariboo,2020-04-18,-21,-2,,,-35,
British Columbia,Cariboo,2020-04-19,-20,,,,-35,
British Columbia,Cariboo,2020-04-20,-16,-8,,,-37,11
British Columbia,Cariboo,2020-04-21,-16,-5,,,-37,11
British Columbia,Cariboo,2020-04-22,-12,-1,,,-39,12
British Columbia,Cariboo,2020-04-23,-13,3,,,-34,12
British Columbia,Cariboo,2020-04-24,-15,-2,,,-34,12
British Columbia,Cariboo,2020-04-25,-28,-6,,,-39,
British Columbia,Cariboo,2020-04-26,-22,,,,-37,
British Columbia,Cariboo,2020-04-27,-19,-8,,,-34,11
British Columbia,Cariboo,2020-04-28,-10,3,,,-33,11
British Columbia,Cariboo,2020-04-29,-16,-2,,,-33,11
British Columbia,Cariboo,2020-04-30,-11,4,,,-32,11
British Columbia,Cariboo,2020-05-01,-10,0,,,-30,10
British Columbia,Cariboo,2020-05-02,-21,0,,,-32,
British Columbia,Cariboo,2020-05-03,-12,,,,-32,
British Columbia,Cariboo,2020-05-04,-6,-1,,,-32,8
British Columbia,Cariboo,2020-05-05,-7,7,,,-31,9
British Columbia,Cariboo,2020-05-06,-9,9,,,-33,12
British Columbia,Cariboo,2020-05-07,0,13,,,-29,9
British Columbia,Cariboo,2020-05-08,1,16,,,-31,8
British Columbia,Cariboo,2020-05-09,-3,25,,,-34,
British Columbia,Cariboo,2020-05-10,12,,,,-23,
British Columbia,Cariboo,2020-05-11,-2,0,,,-28,8
British Columbia,Cariboo,2020-05-12,3,15,,,-28,8
British Columbia,Cariboo,2020-05-13,-1,16,,,-28,9
British Columbia,Cariboo,2020-05-14,0,15,,,-28,8
British Columbia,Cariboo,2020-05-15,6,21,,,-29,8
British Columbia,Cariboo,2020-05-16,-6,24,,,-35,
British Columbia,Cariboo,2020-05-17,-6,,,,-30,
British Columbia,Cariboo,2020-05-18,-22,-9,,,-66,
British Columbia,Cariboo,2020-05-19,6,16,,,-27,7
British Columbia,Cariboo,2020-05-20,7,22,,,-26,8
British Columbia,Cariboo,2020-05-21,6,23,,,-24,7
British Columbia,Cariboo,2020-05-22,2,20,,,-27,8
British Columbia,Cariboo,2020-05-23,-1,21,,,-22,
British Columbia,Cariboo,2020-05-24,11,,,,-21,
British Columbia,Cariboo,2020-05-25,5,9,,,-27,7
British Columbia,Cariboo,2020-05-26,10,16,,,-21,6
British Columbia,Cariboo,2020-05-27,14,28,,,-20,5
British Columbia,Cariboo,2020-05-28,5,35,,,-21,6
British Columbia,Cariboo,2020-05-29,12,25,,,-21,5
British Columbia,Cariboo,2020-05-30,1,27,,,-16,
British Columbia,Cariboo,2020-05-31,10,,,,-13,
British Columbia,Cariboo,2020-06-01,7,10,,,-22,4
British Columbia,Cariboo,2020-06-02,7,17,,,-21,7
British Columbia,Cariboo,2020-06-03,2,13,,,-22,6
British Columbia,Cariboo,2020-06-04,9,19,,,-19,6
British Columbia,Cariboo,2020-06-05,12,14,,,-20,6
British Columbia,Cariboo,2020-06-06,-3,16,,,-17,
British Columbia,Cariboo,2020-06-07,8,,,,-12,
British Columbia,Cariboo,2020-06-08,8,7,,,-20,4
British Columbia,Cariboo,2020-06-09,11,10,,,-19,5
British Columbia,Cariboo,2020-06-10,11,12,,,-19,5
British Columbia,Cariboo,2020-06-11,14,21,,,-17,5
British Columbia,Cariboo,2020-06-12,13,14,,,-17,4
British Columbia,Cariboo,2020-06-13,2,12,,,-14,
British Columbia,Cariboo,2020-06-14,10,,,,-12,
British Columbia,Cariboo,2020-06-15,18,11,,,-18,4
British Columbia,Cariboo,2020-06-16,21,22,,,-17,4
British Columbia,Cariboo,2020-06-17,12,17,,,-17,4
British Columbia,Cariboo,2020-06-18,23,22,,,-19,3
British Columbia,Cariboo,2020-06-19,23,22,,,-18,2
British Columbia,Cariboo,2020-06-20,15,24,,,-13,
British Columbia,Cariboo,2020-06-21,25,,,,-11,
British Columbia,Cariboo,2020-06-22,14,14,,,-22,3
British Columbia,Cariboo,2020-06-23,20,16,,,-19,4
British Columbia,Cariboo,2020-06-24,22,27,,,-17,4
British Columbia,Cariboo,2020-06-25,24,28,,,-15,2
British Columbia,Cariboo,2020-06-26,26,27,,,-18,3
British Columbia,Cariboo,2020-06-27,11,24,,,-12,
British Columbia,Cariboo,2020-06-28,21,,,,-7,
British Columbia,Cariboo,2020-06-29,21,18,,,-27,3
British Columbia,Cariboo,2020-06-30,36,33,,,-22,3
British Columbia,Cariboo,2020-07-01,-3,5,,,-52,12
British Columbia,Cariboo,2020-07-02,29,32,,,-24,4
British Columbia,Cariboo,2020-07-03,31,30,,,-30,3
British Columbia,Cariboo,2020-07-04,14,25,,,-13,
British Columbia,Cariboo,2020-07-05,28,,,,-12,
British Columbia,Cariboo,2020-07-06,17,25,,,-22,3
British Columbia,Cariboo,2020-07-07,26,40,,,-22,4
British Columbia,Cariboo,2020-07-08,17,31,,,-22,4
British Columbia,Cariboo,2020-07-09,28,38,,,-20,4
British Columbia,Cariboo,2020-07-10,20,29,,,-20,3
British Columbia,Cariboo,2020-07-11,12,34,,,-13,
British Columbia,Cariboo,2020-07-12,20,,,,-10,
British Columbia,Cariboo,2020-07-13,22,24,,,-20,2
British Columbia,Cariboo,2020-07-14,30,36,,,-20,3
British Columbia,Cariboo,2020-07-15,23,34,,,-20,4
British Columbia,Cariboo,2020-07-16,28,49,,,-20,4
British Columbia,Cariboo,2020-07-17,27,36,,,-22,2
British Columbia,Cariboo,2020-07-18,17,40,,,-15,
British Columbia,Cariboo,2020-07-19,33,,,,-12,
British Columbia,Cariboo,2020-07-20,25,28,,,-22,1
British Columbia,Cariboo,2020-07-21,26,38,,,-20,2
British Columbia,Cariboo,2020-07-22,30,46,,,-19,2
British Columbia,Cariboo,2020-07-23,33,44,,,-18,2
British Columbia,Cariboo,2020-07-24,32,31,,,-22,4
British Columbia,Cariboo,2020-07-25,20,37,,,-10,
British Columbia,Cariboo,2020-07-26,35,,,,-11,
British Columbia,Cariboo,2020-07-27,28,31,,,-26,1
British Columbia,Cariboo,2020-07-28,39,40,,,-22,2
British Columbia,Cariboo,2020-07-29,28,36,,,-23,2
British Columbia,Cariboo,2020-07-30,39,51,,,-21,2
British Columbia,Cariboo,2020-07-31,37,49,,,-23,1
